Unix Timestamp,Position,Value [kg]
1736440822.840462,Right,56.34196
1736440822.9431715,Left,60.47018
1736440822.9431715,Right,55.52381
1736440823.0455098,Left,61.4295
1736440823.0455098,Right,58.66119
1736440823.1478083,Left,61.9267
1736440823.1478083,Right,61.94274
1736440823.2516875,Left,62.27431
1736440823.2516875,Right,64.74393
1736440823.3546555,Left,62.36811
1736440823.3546555,Right,65.19181
1736440823.457068,Left,61.90958
1736440823.457068,Right,63.02077
1736440823.5593972,Left,60.85432
1736440823.5593972,Right,59.16384
1736440823.6620517,Left,59.42638
1736440823.6620517,Right,55.50049
1736440823.7648144,Left,58.28453
1736440823.7648144,Right,52.28477
1736440823.8676572,Left,57.6921
1736440823.8676572,Right,49.42358
1736440823.9722216,Left,57.58918
1736440823.9723487,Right,47.01113
1736440824.074389,Left,59.2514
1736440824.074389,Right,44.85077
1736440824.177558,Left,63.90665
1736440824.177558,Right,42.65791
1736440824.2809572,Left,63.77965
1736440824.2809572,Right,45.57104
1736440824.383857,Left,63.00228
1736440824.383857,Right,49.01127
1736440824.4864721,Left,60.85861
1736440824.4864721,Right,48.21697
1736440824.5908923,Left,59.68878
1736440824.5909815,Right,44.87645
1736440824.692323,Left,62.30686
1736440824.692323,Right,43.77484
1736440824.7954137,Left,64.74594
1736440824.7954137,Right,42.70501
1736440824.8984222,Left,62.45515
1736440824.8984222,Right,41.98035
1736440825.0010011,Left,58.22861
1736440825.0010011,Right,42.50534
1736440825.1050646,Left,57.29957
1736440825.1050646,Right,46.54936
1736440825.207314,Left,56.76364
1736440825.207314,Right,51.15231
1736440825.3096576,Left,56.18344
1736440825.3096576,Right,53.28215
1736440825.412253,Left,57.00293
1736440825.412253,Right,53.01107
1736440825.5146184,Left,58.94604
1736440825.5161402,Right,49.35919
1736440825.6175177,Left,60.91453
1736440825.6175177,Right,47.35787
1736440825.7201996,Left,62.75127
1736440825.72122,Right,46.472
1736440825.8224838,Left,63.46055
1736440825.8224838,Right,46.67566
1736440825.9247768,Left,62.98353
1736440825.9247768,Right,47.32388
1736440826.0290616,Left,62.31799
1736440826.0290616,Right,47.52984
